,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_sqrt,aleatorio2_sqr,Beneficio
2279,0.2,0.34,12.4,-0.372,1.02819,4.25,-0.94,4.0,2,4.86,B,***,1.0,6.666666666666667,0.36502213553596696,0.025467236423714512,8.613207380731344,21.566660754236345,10.734138875079054,3.066095431929597,1.453798782047562,2.1565969531729388,0.39696510527421097,1.0621200115297786,1.3645593560288818,6.8753785838306705,1.123867821128178,0.007507461391477043,458
2280,-0.55,0.74,70.6,0.502,0.9963,3.35,1.54,20.9,2,6.91,R,**,2.0,6.666666666666667,0.7356068277701777,0.9227184319809643,3.8282226070643994,34.529272201317355,25.06565354258941,20.506038783779047,1.3386812226263198,1.8155730341111747,1.425505590551165,2.4277344070574913,1.3645593560288818,16.117047246851747,1.5955883193260836,10.223258228229342,424
2281,0.18,-2.27,-35.2,0.046,0.95734,3.13,0.3,11.2,3,4.71,MB,**,2.0,0.0,0.1633663615761053,0.20536102180692262,8.460769414774614,1.0001000050001667,3.4639598188118588,9.482189408844174,1.1380871787672733,1.7219697387968875,1.0380241018724061,1.777216073778776,1.6712221139600012,6.351424884226808,0.751680327925095,0.5045699177580677,1165
2282,-0.78,0.56,4.0,0.204,1.02468,2.31,0.87,10.4,3,7.0,R,*,2.0,0.0,0.8170084642344808,0.7190041717611434,2.744290909833423,27.938648357639487,9.160132680914884,12.826405023856308,1.4424225121855387,1.3156687030976635,1.2348643727367952,1.7125703457432762,1.6712221139600012,16.611646992235062,1.6815717584223313,6.205644283146357,335
2283,1.18,2.31,12.5,0.037,0.9981,3.04,3.22,5.0,3,1.5,MM,*,3.0,0.0,0.6903822419115815,0.39687779542033397,17.749900901133742,219.01565363798093,10.753628314728362,9.30687332088374,1.3460058068200302,1.6821769477994597,1.7868256180961486,1.1874757465375962,1.6712221139600012,0.11542093630316781,1.5457528183580034,1.8887350491449932,141
2284,0.37,0.77,1.5,0.044,0.9988,1.16,-0.68,12.8,3,1.56,M,**,2.0,6.666666666666667,0.2555861703405736,0.5083002116540111,9.96388073625056,35.769903072841295,8.715763310330795,9.443088907000726,1.3488222376360697,0.01,0.569567188558381,1.8999201405465587,1.6712221139600012,0.14477489052371956,0.9403473856910857,3.0997477748653153,307
2285,0.32,0.29,54.2,0.038,0.99296,1.96,0.55,5.1,3,1.4,M,Desc,3.0,0.0,0.10596957345489899,0.07726615712843199,9.556416316846391,20.334445877429346,20.421324479160862,9.326272102678063,1.324762521198648,1.0973574222723108,1.129158728903081,1.1992908828083877,1.6712221139600012,0.07388027120423477,0.605258187137165,0.07087872775219822,380
2286,0.25,0.32,5.5,0.424,0.98556,3.19,1.9,8.7,2,2.03,R,**,3.0,0.0,0.8230520210142755,0.9343045465544907,9.00025669986789,21.065059055830158,9.43205739035588,18.322652621247236,1.2922584455598323,1.7479950742918102,1.5146714844263511,1.5663644686311475,1.3645593560288818,0.4896519267777173,1.6877808130377152,10.481740802689423,413
2287,-0.32,0.46,2.2,0.037,1.0352,2.24,0.47,6.9,3,4.0,R,**,3.0,0.0,0.626783665040686,0.15670491487313842,5.092147438321603,24.837293088954297,8.839073085805326,9.30687332088374,1.475751359674739,1.2750003809771102,1.100889222004193,1.3949545279645246,1.6712221139600012,4.153115537500156,1.4728196427797733,0.29337593616188873,523
2288,1.45,-0.54,18.2,0.037,1.00994,2.86,0.62,8.7,3,1.67,R,Desc,2.0,13.333333333333334,0.10802353683625765,0.7288128644207765,20.84132789259809,7.657605134545402,11.89374638460759,9.30687332088374,1.3914407340369022,1.5996244210624182,1.1532555107077276,1.5663644686311475,1.6712221139600012,0.20721887758580257,0.6111035205561461,6.376228204090577,549
2289,-0.52,0.4,-18.9,-0.247,0.99301,1.58,1.69,10.9,5,1.81,M,*,1.0,0.0,0.2329818933651392,0.20333818061570086,3.982874817529352,23.144275190703553,5.502607607233985,4.614946702751316,1.3249741411226283,0.7951408610513415,1.4636287491896496,1.753253277190933,2.1575230219663686,0.3028424627960567,0.8977782573132317,0.49465583456066453,562
2290,1.51,1.93,-16.9,0.055,0.9618,3.13,-0.67,9.9,3,4.15,B,*,1.0,0.0,0.5929076255547051,0.8690117730965313,21.56199658392064,140.05249962255246,5.785097271421503,9.65914136338054,1.166764168998418,1.7219697387968875,0.5756458917436391,1.6708971614847345,1.6712221139600012,4.578788481965076,1.4324565405365761,9.067228994973178,829
2291,0.22,0.46,8.9,0.446,1.00056,2.72,0.42,9.7,1,1.96,B,**,1.0,0.0,0.8093647999151758,0.13346027917939207,8.76700635337258,24.837293088954297,10.063144970243528,18.92603882327183,1.3558266510311467,1.5323452479194937,1.0828061534597992,1.653933909898803,0.9649150833430776,0.4253677259169082,1.6736857892364134,0.21257040232682864,781
2292,0.58,0.24,18.3,0.048,0.99456,3.06,0.3,4.8,2,1.0,M,**,3.0,0.0,0.7151014009700714,0.9054361084072187,11.768120003965773,19.172633809843806,11.914261087761066,9.521370694222238,1.3314846440669532,1.691100711522915,1.0380241018724061,1.1634855833530644,1.3645593560288818,1e-08,1.57318787785821,9.843691883107212,747
2293,0.34,-0.69,-41.8,0.047,0.94884,2.94,1.35,10.1,1,1.0,M,*,1.0,0.0,0.9209058561214412,0.2097950542964072,9.71838132959468,6.418614221461491,2.772079833936279,9.501769953591378,1.0765140188982578,1.6368285248250318,1.3750313136499415,1.6876899212243768,0.9649150833430776,1e-08,1.785311406680434,0.5266455424355684,573
2294,-0.28,0.26,8.2,0.397,0.99538,3.12,2.68,5.8,2,1.0,R,*,3.0,0.0,0.6261417014320563,0.9621931133352952,5.330334042694152,19.629173032280775,9.931544701950784,17.595492768526537,1.3348906391447217,1.7175938445772096,1.6842708386722973,1.2789442647720912,1.3645593560288818,1e-08,1.4720650347038098,11.11715850879183,472
2295,0.18,0.74,-42.9,0.046,1.00112,3.86,0.68,10.1,2,2.02,M,**,3.0,0.0,0.8791683386779982,0.5679834041565109,8.460769414774614,34.529272201317355,2.664252694399827,9.482189408844174,1.358032726755776,2.0159154071362813,1.1734575868097858,1.6876899212243768,1.3645593560288818,0.4801916223143132,1.7443788045082314,3.8711724350004952,354
2296,1.285,-0.55,1.6,0.039,0.99265,4.32,0.58,14.9,1,1.26,R,***,3.0,0.0,0.41530448694198663,0.05318883708170341,18.922648207914047,7.568030178355775,8.733325961670536,9.34569108035604,1.3234482086300012,2.1808871092410342,1.1395571016703416,2.0498526710163256,0.9649150833430776,0.031226783129900126,1.1988065935066639,0.03339953409597891,753
2297,-2.05,-0.03,10.7,0.056,1.01352,3.25,0.61,6.7,1,3.32,MB,**,1.0,0.0,0.7959634813648355,0.7080097406665529,1e-08,13.954321610101692,10.405522975457052,9.678903671080624,1.4043398288537101,1.773638570330675,1.1498484601020227,1.3745901895270927,0.9649150833430776,2.483819119777589,1.6597692174425691,6.0171882300657655,1060
2298,0.6,-2.27,22.4,0.081,0.95911,3.2,-0.36,9.1,2,3.01,B,**,1.0,0.0,0.8987916836791767,0.47584804610641274,11.947778103612666,1.0001000050001667,12.770583777003408,10.179525025770138,1.1497256318885805,1.752295051111865,0.7478061828566085,1.601966772589038,1.3645593560288818,1.864423682669301,1.7637420354949058,2.7162322064727986,432
2299,0.25,0.97,56.5,-0.294,0.99184,2.92,0.75,22.3,3,1.53,R,**,1.0,0.0,0.3253312036926208,0.750222761019529,9.00025669986789,45.26057032166355,21.044000125502702,3.9955595701855624,1.3199954294079494,1.6276072274586049,1.196522154506098,2.507726853710945,1.6712221139600012,0.12968264261708198,1.0609825516141131,6.756603683378736,583
2300,2.33,0.24,-33.3,0.031,0.95598,3.12,0.15,11.3,3,1.72,M,**,3.0,0.0,0.02106535945932031,0.2859987986068473,32.63876339475528,19.172633809843806,3.67741153296747,9.190904743674523,1.1288957780453255,1.7175938445772096,0.9790700854683267,1.7851321928277326,1.6712221139600012,0.23929380403622752,0.2691308016211885,0.9799002370663762,461
2301,0.28,0.44,11.5,0.04,1.01692,3.22,0.56,9.5,3,3.28,B,***,2.0,0.0,0.7409662750441159,0.7025230980052887,9.236569311403342,24.259622371210728,10.559529381298894,9.36513025391767,1.4162697321604019,1.7608635037834521,1.132636881020674,1.636794865695925,1.6712221139600012,2.3989138783363075,1.6013914112681724,5.924228336872825,685
2302,-0.46,-2.27,32.9,0.077,0.97792,3.39,-0.53,11.2,2,1.15,B,***,1.0,0.0,0.6814867048375438,0.8140968409937779,4.30136603357969,1.0001000050001667,15.099099173397065,10.09857738190637,1.2559074258138103,1.8320780845265476,0.6570818254721548,1.777216073778776,1.3645593560288818,0.010402158103182315,1.5357600107642153,7.956889529510412,557
2303,0.6,-1.55,94.6,0.017,0.96743,2.23,0.64,9.7,1,1.61,R,*,3.0,0.0,0.6817184214907512,0.5732033392174829,11.947778103612666,2.333305265779738,32.719211533633015,8.9231388205645,1.2001873968631063,1.2690842387678898,1.1600349844446844,1.653933909898803,0.9649150833430776,0.17177428501861217,1.5360211344747017,3.9427139944058336,415
2304,0.39,-1.33,11.5,0.027,0.96095,2.14,-1.13,15.3,2,4.27,R,**,2.0,0.0,0.6308555926836711,0.0714690714350017,10.129248265710121,3.0226930387841096,10.559529381298894,9.113996276541446,1.1614609881641984,1.2145428388759123,0.24884564829045436,2.0771846005499763,1.3645593560288818,4.934276586206033,1.47759709135521,0.060581111581885214,513
2305,0.22,0.37,15.2,0.019,1.02799,3.4,-0.71,9.3,2,2.03,R,**,1.0,0.0,0.27984547885012956,0.2007792283481541,8.76700635337258,22.34154720337408,11.286525074993662,8.961148744690663,1.4531577066986425,1.836181165954265,0.5511061799483834,1.6194744475983374,1.3645593560288818,0.4896519267777173,0.983986636960439,0.4822551619485658,799
2306,-0.66,0.39,1.3,0.251,0.98178,3.07,2.06,5.6,3,1.7,M,***,2.0,0.0,0.32223570458970496,0.7239142453545921,3.2873638807030225,22.873544668585676,8.680691038522216,13.918497009214876,1.2746618382236312,1.6955449810948724,1.5518842775503638,1.256701430909038,1.6712221139600012,0.22618698625848305,1.055920704742005,6.290746738895846,418
2307,0.27,0.01,11.9,0.042,1.01293,3.14,2.05,8.8,3,2.15,R,**,3.0,0.0,0.2140644459632285,0.8291228242098382,9.157458189220398,14.626795175831194,10.636956831187058,9.40406918869189,1.4022383984580469,1.726334541082615,1.5495986107474051,1.5753404779800582,1.6712221139600012,0.610373607475507,0.860535178863011,8.253499500450436,337
2308,0.16,0.62,26.2,0.53,1.02611,3.04,-0.42,6.8,5,2.86,B,**,3.0,0.0,0.055110409458429266,0.3089693892346891,8.309692455502395,29.98237758798568,13.590781820905976,21.319789123209116,1.4470897077048532,1.6821769477994597,0.7167170907453846,1.3848097927572685,2.1575230219663686,1.5965536408218417,0.43621370692007116,1.1439100591960105,420
2309,1.23,0.4,1.7,0.073,0.97963,3.45,2.04,14.5,2,1.68,M,**,3.0,20.0,0.9492218582968484,0.5139465343256291,18.30367353912256,23.144275190703553,8.750906289967247,10.017952872181057,1.2643188083692292,1.8565605581878208,1.54730770770112,2.0221513496728085,1.3645593560288818,0.21344929807750454,1.812555114956428,3.169060962437885,327
2310,-1.005,-0.76,2.1,0.04,0.9938,3.25,0.43,10.8,4,1.1,R,**,1.0,6.666666666666667,0.6595295453459485,0.6444665999320512,1.8580892693091215,5.911129629915722,8.821404372723775,9.36513025391767,1.328304358559765,1.773638570330675,1.0864490215950546,1.745192562730098,1.9297524380738358,0.004627715422334123,1.5108115298429114,4.984922485852443,327
2311,1.04,-0.54,33.5,0.042,0.9945,2.55,0.44,15.2,2,1.0,B,**,1.0,6.666666666666667,0.9471591675845447,0.8400486344092657,16.244590987024964,7.657605134545402,15.238043622718632,9.40406918869189,1.331234396472282,1.4464481082899334,1.0900786673947154,2.0703854452226196,1.3645593560288818,1e-08,1.8105843792311866,8.47258101506401,939
2312,1.1,1.35,-61.6,0.122,0.9578,2.06,1.45,4.2,6,1.33,M,***,2.0,0.0,0.18762398699644844,0.9817967407920667,16.88155776725025,70.77898230836499,1.1584448266373004,11.027869078044068,1.1411462201028082,1.1639179422292394,1.4019139824020996,1.0883468495092077,2.363443823825282,0.05029260838687582,0.8056016292906539,11.57500149161772,428
2313,-0.97,0.21,-18.9,0.179,1.00037,3.3,0.43,9.4,2,1.21,M,**,3.0,0.0,0.7409715458636835,0.4283605821866783,1.9846294897701489,18.50765685017808,5.502607607233985,12.263681326932412,1.355075708611565,1.794728283105314,1.0864490215950546,1.6281576887378693,1.3645593560288818,0.020376808493519562,1.6013971080451543,2.2006602636167885,375
2314,0.44,1.23,-5.3,-0.026,0.99884,1.87,0.45,8.6,2,3.27,M,*,1.0,0.0,0.2279543647527177,0.3049632085848897,10.548621493603738,61.45864182975145,7.56297316027635,8.125464969286739,1.348982644547882,1.0337953446363628,1.093695186496649,1.5573367251875352,1.3645593560288818,2.3779182739739664,0.8880328868399868,1.114392757938086,209
2315,0.44,0.49,2.4,0.386,1.01441,3.23,1.95,18.4,5,2.53,B,*,3.0,0.0,0.9503409904364952,0.9925265996511144,10.548621493603738,25.729692801047534,8.874463542839337,17.30346339784242,1.407492045864648,1.7651321325496394,1.526449926147728,2.27791462239112,2.1575230219663686,1.080327208917096,1.8136234599325307,11.829509634621997,426
2316,0.54,0.14,8.6,0.265,1.03107,3.28,-0.1,16.1,1,1.5,R,**,2.0,6.666666666666667,0.4610014282056355,0.6457169882785458,11.412886824725508,17.04435802070843,10.006638793519112,14.252424647173626,1.4629376283155509,1.7863222770185523,0.8723633611121091,2.1307969515043825,0.9649150833430776,0.11542093630316781,1.2630608348907417,5.004298963842178,494
2317,-0.51,1.08,1.0,0.023,1.0207,3.15,1.73,9.1,2,3.74,B,*,2.0,6.666666666666667,0.8513615611778147,0.7973838664053041,4.035106057693259,51.51471061109624,8.628215207986612,9.037410943546824,1.4291884942996227,1.7306883353560871,1.4735541604512479,1.601966772589038,1.3645593560288818,3.4644689525300283,1.7165666109310334,7.633354630579625,717
2318,0.49,-0.03,61.3,0.165,0.96098,2.65,0.51,4.3,3,4.23,R,Desc,2.0,0.0,0.6727078700334571,0.11457239130947117,10.976501013275533,13.954321610101692,22.373618661238183,11.954069532892428,1.161649399230996,1.4975726339655593,1.1151238677549737,1.1012260611740525,1.6712221139600012,4.814304033071985,1.5258341406323577,0.15647558927163296,304
2319,0.6,0.28,-34.3,-0.292,0.94554,3.38,1.58,13.9,2,1.94,R,***,2.0,0.0,0.552378954214887,0.42721283918013364,11.947778103612666,20.096583377782547,3.5642730624535677,4.021007654679275,1.0494773026760265,1.827965793279448,1.4358147136593344,1.9798727845873734,1.3645593560288818,0.4078313529779718,1.382619579129559,2.1888701605688903,544
2320,-0.6,1.41,9.0,0.051,0.9941,2.4,0.53,4.5,1,1.64,MM,Desc,1.0,0.0,0.5883872893953456,0.1023173275841116,3.577273956378686,75.95650819244048,10.082015716398935,9.58029409141673,1.3295624615870671,1.366178844051906,1.122165920292877,1.126542845946624,0.9649150833430776,0.1890813105058456,1.4269842524107303,0.12466696410604931,289
2321,1.55,0.32,-10.7,0.031,1.00613,3.73,-0.47,6.9,5,4.9,R,*,2.0,0.0,0.3012602862796955,0.505790174588655,22.049247411558206,21.065059055830158,6.705750055016645,9.190904743674523,1.3773069578124406,1.9667866598831503,0.690050163534907,1.3949545279645246,2.1575230219663686,7.01860630156098,1.0209601447592915,3.0691811146326238,507
2322,0.35,0.24,10.4,-0.157,0.98817,3.07,3.38,9.4,4,1.06,M,*,1.0,0.0,0.8227797576063165,0.6745412149633038,9.799874213475514,19.172633809843806,10.348062243056342,5.92551479209015,1.304001519353511,1.6955449810948724,1.8152968220271546,1.6281576887378693,1.9297524380738358,0.001669244463102501,1.6875015853414714,5.461389515944184,565
2323,0.33,0.2,24.9,0.04,1.03353,3.15,2.33,16.0,2,2.06,M,Desc,1.0,0.0,0.2557255089152215,0.19492934070453727,9.63722869738497,18.291163243835214,13.30731524774772,9.36513025391767,1.470610311457334,1.7306883353560871,1.611701542672939,2.124169408396625,1.3645593560288818,0.5185865345630798,0.9406038182499087,0.45449789453523787,356
2324,0.06,0.43,25.4,-0.251,0.9964,3.19,0.55,9.7,3,2.49,R,***,1.0,6.666666666666667,0.49835644029218895,0.7650999466989078,7.574722759408917,23.97584505795192,13.415987313669216,4.5604960582408856,1.3390913073963675,1.7479950742918102,1.129158728903081,1.653933909898803,1.6712221139600012,1.0245832056203283,1.3132522650806426,7.02740571187011,646
2325,0.38,0.42,5.0,0.016,0.99767,3.15,-0.57,12.4,2,1.11,R,***,1.0,0.0,0.6975997564537167,0.4630261697302125,10.046394375144779,23.695387234266697,9.340973896618003,8.904164152326898,1.3442669090540915,1.7306883353560871,0.6344831783811827,1.869999103894238,1.3645593560288818,0.005598039160120765,1.5538133944284227,2.5716823948390815,973
2326,1.16,0.36,6.2,0.051,0.9984,3.09,3.38,11.3,4,3.23,B,**,1.0,0.0,0.12752758922869312,0.5101375587297364,17.530773607636107,22.080206604480747,9.56031671378158,9.58029409141673,1.347215011933856,1.704398754904912,1.8152968220271546,1.7851321928277326,1.9297524380738358,2.294858680516515,0.6640505412744884,3.122218579774088,447
2327,-2.05,2.9,13.3,0.06,0.9982,2.8,1.36,15.2,3,1.0,R,**,3.0,0.0,0.12931977081460977,0.8775278345799594,1e-08,438.5022434469692,10.91018020237366,9.7581548607175,1.3464092372577194,1.5711433066538096,1.3777523350600394,2.0703854452226196,1.6712221139600012,1e-08,0.6687054449701566,9.245910386531682,407
2328,0.16,-0.87,-19.5,0.367,0.98549,1.16,0.4,10.8,2,4.22,M,*,3.0,0.0,0.039814109199846515,0.1948092728594547,8.309692455502395,5.193489298911863,5.419239510621271,16.804804857138357,1.291939059746491,0.01,1.0754803623705662,1.745192562730098,1.3645593560288818,4.784541600786449,0.3705838994165728,0.45393679765149886,545
2329,0.76,-0.47,38.1,0.072,0.99759,4.46,1.86,13.3,2,3.07,M,*,2.0,0.0,0.6198622636693625,0.46655008154220134,13.434039141430127,8.315028817872571,16.324426041384903,9.997847234458865,1.3439426476078284,2.228673352667801,1.5051478133269465,1.936671475835785,1.3645593560288818,1.9773854905573491,1.4646632520983938,2.6110160385607815,452
2330,0.38,0.27,59.6,0.286,1.00743,2.56,1.08,10.0,3,1.0,R,*,2.0,0.0,0.7286998196200981,0.9347896919351067,10.046394375144779,19.861503278456823,21.898054218337343,14.760738091354394,1.3821783426587002,1.4516415867486812,1.2986170909845398,1.6793145319534526,1.6712221139600012,1e-08,1.588078288534602,10.492634635612948,348
2331,2.0,-0.38,13.2,0.05,0.98916,3.2,3.38,6.0,3,3.38,B,*,2.0,6.666666666666667,0.5836112003574161,0.19113299882638402,27.90594668989851,9.243890134941621,10.890549347068609,9.560632763134914,1.308373939522783,1.752295051111865,1.8152968220271546,1.300806818223992,1.6712221139600012,2.613945453915255,1.4211794586092905,0.43692471509965297,544
2332,0.84,2.1,55.3,-0.27,0.99592,3.27,1.82,7.5,2,1.15,R,**,1.0,0.0,0.5557571815169728,0.29341682508219014,14.209833820767058,171.06563915897317,20.717959196077473,4.306268297394615,1.3371194533747286,1.7821044051822676,1.4955325691052392,1.4543376406194444,1.3645593560288818,0.010402158103182315,1.3868421100373929,1.0314781624505902,464
2333,-0.46,0.46,45.5,0.53,0.94553,3.81,1.99,12.9,2,2.9,R,**,1.0,0.0,0.49360555470657574,0.285729094959714,4.30136603357969,24.837293088954297,18.150570403831505,21.319789123209116,1.049392142133288,1.9971627616986884,1.53577380134696,1.907327059899994,1.3645593560288818,1.665955439198951,1.3069758044611222,0.9780498955649932,485
2334,0.26,0.49,10.3,-0.199,0.93944,2.34,0.49,9.5,3,1.35,R,***,2.0,0.0,0.23037716531575858,0.7150050521266184,9.078687318708582,25.729692801047534,10.328944019503373,5.293558899676009,0.9931629770714518,1.3327181380617554,1.1080318728082041,1.636794865695925,1.6712221139600012,0.0565705286244495,0.8927425283012284,6.136758932077098,463
2335,0.28,0.3,1.6,0.045,0.93948,3.11,0.49,6.7,5,3.24,M,Desc,1.0,6.666666666666667,0.33963411457083015,0.011467122912065864,9.236569311403342,20.57512370979586,8.733325961670536,9.462629059980623,0.9935646196043084,1.7132067734301126,1.1080318728082041,1.3745901895270927,2.1575230219663686,2.315485155282091,1.0840642095167334,0.0014521984155289067,220
2336,0.43,0.12,-16.6,-0.064,0.99863,3.54,-0.19,17.9,1,5.45,M,**,3.0,0.0,0.7536378213905941,0.5925896847467617,10.464066344682761,16.64793694148544,5.828080576065042,7.45162535635604,1.3481398690001551,1.8926905726618357,0.8309799109867848,2.2467521363162817,0.9649150833430776,9.13771561304091,1.615028954631325,4.214146358861975,713
2337,0.97,0.24,6.4,0.985,0.91473,1.8,0.7,14.7,3,2.26,M,*,1.0,6.666666666666667,0.4678422191625039,0.9248762351431129,15.516944527798417,19.172633809843806,9.597121327373069,36.76240632449877,0.1,0.9815165050944913,1.1801019246968614,2.0360491219339876,1.6712221139600012,0.7327088716128716,1.2724004433200238,10.27115360167383,474
2338,0.96,0.0,1.8,-0.331,0.9936,4.3,-0.49,13.9,3,1.47,B,****,2.0,0.0,0.8613816280262665,0.4230828633830055,15.414356040307705,14.455698009804815,8.768504295220927,3.5393413371078672,1.3274636329980787,2.1739747584662314,0.6791810394409226,1.9798727845873734,1.6712221139600012,0.10198977158197718,1.7266402603852609,2.1467072918192933,610
2339,0.19,0.98,29.5,0.286,0.9932,3.93,1.62,11.5,3,1.1,B,**,2.0,0.0,0.3830281107723471,0.42792350171616234,8.536818271917417,45.796272942839074,14.323767624646754,14.760738091354394,1.3257773734946576,2.0418797940986515,1.4460186422889303,1.8008600422616272,1.6712221139600012,0.004627715422334123,1.1512639639841553,2.1961666540468974,644
2340,1.24,0.17,-10.0,-0.168,0.91473,3.0,0.38,9.8,2,3.66,MB,***,3.0,0.0,0.6561020987487738,0.5259841953164289,18.4154488217337,17.65675890256051,6.813963709240108,5.756559136390198,0.1,1.6641858724604952,1.068100507764651,1.66243717213176,1.3645593560288818,3.2651281019061864,1.5068798766500742,3.319391717150393,643
2341,0.18,0.26,56.1,0.433,0.9893,3.94,-1.1,12.3,1,1.23,R,**,2.0,0.0,0.6070997398685315,0.1379223422373993,8.460769414774614,19.629173032280775,20.9350369843828,18.568310971972657,1.3089887354672234,2.0455620889992687,0.2737412826144937,1.8624437375644272,0.9649150833430776,0.024439951150497304,1.449503170228082,0.22707454093959845,562
2342,-0.72,0.15,13.1,0.12,0.998,3.06,1.98,5.2,5,4.16,R,*,3.0,0.0,0.3807535797413122,0.6728570618916273,3.009702865187936,17.246094481452428,10.870936168720526,10.985698801885293,1.3456020133022877,1.691100711522915,1.5334509699980365,1.2109907491635195,2.1575230219663686,4.60790493745627,1.1478393414353751,5.434133049054821,478
2343,-0.88,0.3,42.0,-0.47,0.99085,3.83,0.38,8.7,3,3.95,B,**,1.0,6.666666666666667,0.3124709086504325,0.7001109908767104,2.3291577845994014,20.57512370979586,17.274788952516328,2.0724764562866955,1.3157382280582863,2.00468487037772,1.068100507764651,1.5663644686311475,1.6712221139600012,4.015838675971423,1.0397915783682725,5.88358914432377,1018
2344,1.22,0.27,-9.4,0.041,0.97254,3.28,0.38,11.2,2,1.16,M,Desc,3.0,0.0,0.7126834647863266,0.9516696936730887,18.19223850818254,19.861503278456823,6.907407671324848,9.384589623362954,1.228278041811043,1.7863222770185523,1.068100507764651,1.777216073778776,1.3645593560288818,0.01183389383692644,1.5705254292567332,10.875194665253979,576
2345,-0.7,1.12,1.9,-0.388,0.9941,2.24,0.4,10.4,3,1.0,MB,****,2.0,6.666666666666667,0.6358796410944659,0.16408430490183934,3.10089553034179,53.99725917921075,8.786119977431573,2.8906234260255164,1.3295624615870671,1.2750003809771102,1.0754803623705662,1.7125703457432762,1.6712221139600012,1e-08,1.4834704272220953,0.32174529805305446,759
2346,0.32,0.35,-36.7,0.007,0.9984,4.58,0.5,9.2,2,3.64,B,**,3.0,0.0,0.5175640921195124,0.6071860739090534,9.556416316846391,21.821923041342732,3.299952931663335,8.734300952952896,1.347215011933856,2.268832058510272,1.1115841573174539,1.6107443973056803,1.3645593560288818,3.2162157132421414,1.3383277230512605,4.424475663953407,706
2347,0.32,-0.99,2.2,0.044,1.02242,2.97,-0.22,17.3,2,2.65,R,****,3.0,13.333333333333334,0.7398766646320887,0.5789593079711656,9.556416316846391,4.509598587867072,8.839073085805326,9.443088907000726,1.4349526820977982,1.650563879069512,0.8167958983120722,2.2087768842071793,1.3645593560288818,1.256418329129784,1.6002133093463518,4.0223615136479,761
2348,0.1,-1.11,6.5,0.037,1.01306,3.16,0.58,16.5,3,1.83,R,**,2.0,0.0,0.15774718419964473,0.5025089392957899,7.864627617792783,3.915764191129379,9.615550149604266,9.30687332088374,1.4027022371941862,1.7350312044860536,1.1395571016703416,2.1571035071200386,1.6712221139600012,0.31797949335601416,0.7386283647968411,3.0294513851682927,542
2349,0.38,0.15,4.6,0.044,0.9931,4.26,-1.24,4.2,2,2.44,M,*,2.0,6.666666666666667,0.796788143015288,0.4970244202668176,10.046394375144779,17.246094481452428,9.268425286853136,9.443088907000726,1.3253548016626915,2.1600836985722345,0.15186132366368016,1.0883468495092077,1.3645593560288818,0.9569795554811767,1.6606289531495702,2.9636218037271727,331
2350,0.17,0.33,62.2,0.574,0.99362,3.32,-1.19,4.4,2,1.34,M,****,2.0,0.0,0.29325417063662407,0.2591148195206521,8.38506080930294,21.31438440173779,22.627456276150998,22.630529936306303,1.3275477774558848,1.803095100926058,0.19711411388435335,1.1139563774139538,1.3645593560288818,0.05338542730606688,1.0072961287411604,0.804058913773838,572
2351,0.25,0.53,-15.8,0.021,0.989315,3.19,0.31,10.1,2,2.39,R,***,1.0,0.0,0.10084134325119709,0.3955114430572818,9.00025669986789,26.96963399965941,5.94348050788776,8.999239452351437,1.309054555104552,1.7479950742918102,1.0418334956298392,1.6876899212243768,1.3645593560288818,0.8916829653218131,0.5904112899557518,1.8757369929961036,769
2352,-0.07,0.27,23.1,-0.439,0.99772,2.86,0.59,6.7,3,4.53,MB,**,3.0,0.0,0.200614024055068,0.8812920190182686,6.670129779320896,19.861503278456823,12.919754940522802,2.365811074428192,1.3444694533592505,1.5996244210624182,1.1429993359091777,1.3745901895270927,1.6712221139600012,5.750088317262046,0.8330429466700638,9.325444968897441,770
2353,0.37,0.37,1.1,-0.923,0.99003,2.98,0.39,5.9,2,1.31,M,Desc,1.0,6.666666666666667,0.11817648769115352,0.08422657767839392,9.96388073625056,22.34154720337408,8.645689474541511,1e-08,1.3121805064614358,1.6551170004841642,1.0717972428339104,1.2899218601782534,1.3645593560288818,0.04438381774606812,0.6392129267521797,0.0843101592430548,326
2354,0.34,-0.66,44.6,-0.04,0.94717,3.23,0.84,9.3,2,1.0,M,*,1.0,6.666666666666667,0.5295001610021137,0.8483190809863681,9.71838132959468,6.649233937658228,17.92330125524229,7.873815361332174,1.0630896439485844,1.7651321325496394,1.2254157596852266,1.6194744475983374,1.3645593560288818,1e-08,1.3536761885156614,8.640326155392078,355
2355,-1.47,0.3,2.0,0.454,0.9911,3.99,1.87,16.0,3,1.71,R,*,3.0,0.0,0.2653207637830962,0.7624214370166086,0.5724546222978494,20.57512370979586,8.803753336599188,19.14787549368282,1.3168171799245953,2.0638750184942305,1.507537247744737,2.124169408396625,1.6712221139600012,0.23269425394775947,0.9580974190973216,6.9782573898119615,677
