,month,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,yr_built,lat,long,bedrooms_cont,log_sqft_lot,prop_missings,year,floors,waterfront,view,condition,basement,yr_renovated,bedrooms_cat,price,Luxury
2892,12.0,3.0,2.5,1422.0,3677.0,1422.0,2012.0,47.3204,-122.178,3.0,8.209852481301272,0.0,2014,2.0,0,0,B,0,0,3,245000,0
2893,12.0,3.0,3.0,1050.0,7200.0,1050.0,1985.0,47.7163,-122.303,3.0,8.881836305004146,0.0,2014,1.0,0,0,B,0,0,3,473000,0
2894,7.0,2.0,2.0,1710.0,8645.0,1510.0,1923.0,47.7005,-122.313,2.0,9.064736398117391,0.0,2014,1.0,0,0,CD,1,0,2,475000,0
2895,7.0,3.0,2.5,1940.0,10035.0,1940.0,1994.0,47.7438,-122.172,3.0,9.213834261230438,0.0,2014,2.0,0,0,CD,0,0,3,480000,0
2896,9.0,3.0,2.5,1580.0,1487.0,1580.0,2009.0,47.6276,-122.359,3.0,7.304515946460155,0.0,2014,3.0,0,1,B,0,0,3,779000,1
2897,9.0,4.0,2.5,2340.0,13445.0,2340.0,1990.0,47.374,-122.125,4.0,9.506362568702965,0.0,2014,2.0,0,0,B,0,0,4,360000,0
2898,8.0,29.0,2.0,1260.0,8487.0,1260.0,1970.0,47.7664,-122.201,28.816026665227323,9.046290859969677,5.263157894736842,2014,1.0,0,0,B,0,0,>6,335500,0
2899,7.0,3.0,2.5,2660.0,20369.0,2660.0,1992.0,47.5234,-122.055,3.0,9.92176941621414,0.0,2014,2.0,0,0,B,0,0,3,545000,1
2900,9.0,3.0,3.0,1810.0,3292.0,1810.0,2014.0,47.5164,-121.877,3.0,8.09925056179696,0.0,2014,2.0,0,0,B,0,0,3,384205,0
2901,12.0,3.0,2.0,1800.0,7763.0,1470.0,1984.0,47.3766,-122.184,3.0,8.95712413640568,0.0,2014,1.0,0,0,B,1,0,3,270000,0
2902,7.0,3.0,2.5,2910.0,12283.0,2910.0,1993.0,47.4602,-122.152,3.0,9.415971471539095,0.0,2014,2.0,0,1,B,0,0,3,610000,1
2903,11.0,4.0,2.5,1310.0,8400.0,1310.0,1966.0,47.7317,-122.181,4.0,9.035986984831405,0.0,2014,1.0,0,0,CD,0,0,4,421000,0
2904,8.0,3.0,2.5,2760.0,9471.0,1760.0,1956.0,47.676,-122.272,3.0,9.155989777226102,0.0,2014,1.0,0,1,B,1,0,3,800000,1
2905,5.0,2.0,2.0,1550.0,2400.0,1550.0,1900.0,47.654,-122.346,2.0,7.783224016336037,0.0,2014,1.5,0,0,CD,0,0,2,526000,1
2906,11.0,3.0,2.0,1570.0,6300.0,820.0,1953.0,47.5565,-122.275,3.0,8.748304912379623,0.0,2014,1.0,0,0,B,1,1,3,468000,0
2907,12.0,2.0,2.5,1130.0,2191.0,1130.0,2010.0,47.6861,-122.103,2.0,7.692113339595466,0.0,2014,2.0,0,0,B,0,0,2,415000,0
2908,12.0,3.0,2.5,2960.0,6856.0,2960.0,2009.0,47.5906,-122.057,3.0,8.832879460277615,0.0,2014,2.0,0,0,B,0,0,3,835000,1
2909,7.0,4.0,2.5,2860.0,14000.0,2860.0,1995.0,47.7306,-121.973,4.0,9.546812608597396,0.0,2014,2.0,0,0,B,0,0,4,645000,1
2910,9.0,4.0,2.5,3620.0,42580.0,3620.0,1984.0,47.7204,-122.115,4.0,10.65913993844747,0.0,2014,2.0,0,0,B,0,0,4,900000,1
2911,8.0,3.0,2.5,1880.0,4200.0,1880.0,2007.0,47.366,-122.017,3.0,8.34283980427146,0.0,2014,2.0,0,0,B,0,0,3,300000,0
2912,11.0,3.0,2.0,2130.0,20423.0,2130.0,1953.0,47.6339,-122.192,3.0,9.924416995717158,0.0,2014,1.0,0,0,B,0,0,3,667500,1
2913,5.0,3.0,2.5,2950.0,78843.0,2950.0,2006.0,47.5917,-122.068,3.0,11.275213812293087,0.0,2014,1.5,0,0,B,0,0,3,759000,1
2914,5.0,5.0,1.0,1460.0,6032.0,1460.0,1941.0,47.487,-122.282,5.0,8.704833909687792,0.0,2014,2.0,0,0,CD,0,0,5,239950,0
2915,10.0,5.0,2.5,2240.0,9652.0,2240.0,1990.0,47.4249,-122.211,5.0,9.174920426744922,0.0,2014,2.0,0,0,B,0,0,5,238000,0
2916,10.0,4.0,2.5,2100.0,19680.0,2100.0,1914.0,47.4787,-122.23,4.0,9.887358170606245,0.0,2014,1.5,0,0,B,0,0,4,207000,0
2917,10.0,3.0,2.0,1930.0,12443.0,1930.0,1969.0,47.4906,-121.775,3.0,9.428913494775632,0.0,2014,1.0,0,0,B,0,0,3,390000,0
2918,6.0,3.0,1.0,1010.0,8800.0,1010.0,1954.0,47.5483,-122.278,3.0,9.082507000466299,0.0,2014,1.0,0,0,CD,0,0,3,308000,0
2919,7.0,2.0,1.0,1090.0,6771.0,1090.0,1954.0,47.5185,-122.352,2.0,8.820404065485645,0.0,2014,1.0,0,0,B,0,0,2,340000,0
2920,8.0,4.0,2.5,3020.0,3600.0,3020.0,2009.0,47.5407,-121.993,4.0,8.1886891244442,0.0,2014,2.5,0,0,B,0,0,4,805000,1
2921,6.0,3.0,1.0,1150.0,8145.0,990.0,1932.0,47.7471,-122.317,3.0,9.005159521036145,0.0,2014,1.0,0,0,CD,1,0,3,290000,0
2922,8.0,3.0,2.5,2070.0,5013.0,2070.0,1987.0,47.3202,-122.395,3.0,8.519789817263504,0.0,2014,2.0,0,0,B,0,0,3,289950,0
2923,8.0,3.0,2.0,1260.0,8400.0,1260.0,1954.0,47.4366,-122.335,3.0,9.035986984831405,0.0,2014,1.0,0,0,B,0,0,3,289000,0
2924,7.0,3.0,2.0,1970.0,4166.0,1270.0,1929.0,47.5717,-122.375,3.0,8.334711621820917,0.0,2014,2.0,0,1,A,1,0,3,550000,1
2925,6.0,5.0,4.5,6550.0,37325.0,5400.0,1940.0,47.65,-122.214,5.0,10.52741862240739,0.0,2014,2.0,1,1,B,1,1,5,7062500,1
2926,11.0,3.0,2.0,1580.0,4010.0,790.0,1909.0,47.6769,-122.371,3.0,8.296546520300614,5.263157894736842,2014,1.0,0,0,CD,1,0,3,489950,0
2927,6.0,2.0,1.5,1480.0,7276.0,940.0,1978.0,47.4942,-122.166,2.0,8.892336539638013,0.0,2014,1.0,0,0,CD,1,0,2,269500,0
2928,6.0,2.0,1.0,700.0,4800.0,700.0,1922.0,47.6147,-122.3,2.0,8.476371196895983,0.0,2014,1.0,0,0,B,0,0,2,260000,0
2929,10.0,4.0,1.5,2220.0,12385.0,1270.0,1978.0,47.6734,-122.185,4.0,9.42424134192346,0.0,2014,1.0,0,0,B,1,0,4,456000,0
2930,8.0,2.0,1.0,770.0,2500.0,770.0,1913.0,47.7534,-122.172,2.0,7.824046010856292,0.0,2014,1.0,0,0,B,0,1,2,203700,0
2931,6.0,4.0,3.5,3300.0,15907.0,3300.0,1985.0,47.5413,-122.216,4.0,9.674514542898361,0.0,2014,2.0,0,0,A,0,0,4,1350000,1
2932,6.0,3.0,2.0,1550.0,4708.0,860.0,1949.0,47.6759,-122.286,3.0,8.457018468380168,0.0,2014,1.0,0,0,CD,1,0,3,460000,0
2933,6.0,3.0,2.0,1590.0,7560.0,1130.0,1984.0,47.4016,-122.18,3.0,8.930626469173578,0.0,2014,1.0,0,0,B,1,0,3,250000,0
2934,7.0,4.0,2.5,2050.0,8909.0,1690.0,1986.0,47.398,-122.31,4.0,9.094817280720644,0.0,2014,1.0,0,1,CD,1,0,4,403900,0
2935,12.0,3.0,1.5,1360.0,9980.0,1360.0,1966.0,47.4143,-122.206,3.0,9.20833836930551,0.0,2014,1.0,0,0,CD,0,0,3,244900,0
2936,5.0,3.0,1.0,1250.0,53143.0,1250.0,1945.0,47.4235,-122.051,3.0,10.8807416723684,0.0,2014,1.0,0,0,A,0,0,3,110000,0
2937,9.0,4.0,2.5,1960.0,7875.0,1220.0,1978.0,47.3427,-122.274,4.0,8.971448463693834,0.0,2014,1.0,0,0,B,1,0,4,234500,0
2938,11.0,3.0,1.0,1400.0,10800.0,1400.0,1962.0,47.719,-122.202,3.0,9.287301413112312,0.0,2014,1.0,0,0,B,0,0,3,279900,0
2939,9.0,4.0,2.0,1760.0,94525.0,1760.0,1988.0,47.5882,-122.07,4.0,11.456619628759134,0.0,2014,1.5,0,0,B,0,0,4,555000,1
2940,9.0,2.0,1.0,1150.0,3775.0,1150.0,1917.0,47.6539,-122.329,2.0,8.236155661683124,0.0,2014,1.0,0,0,B,0,0,2,599950,1
2941,7.0,3.0,2.5,1910.0,3427.0,1910.0,2001.0,47.6324,-122.11,3.0,8.139440521874608,0.0,2014,2.0,0,0,B,0,0,3,615000,1
2942,9.0,5.0,2.0,1550.0,6986.0,1030.0,1978.0,47.5503,-122.356,5.0,8.851663425366777,0.0,2014,1.0,0,0,B,1,0,5,318500,0
2943,7.0,3.0,2.5,2020.0,3000.0,1010.0,1910.0,47.5621,-122.291,3.0,8.006367567650246,0.0,2014,1.0,0,0,CD,1,0,3,400000,0
2944,8.0,5.0,0.0,5000.0,32909.0,5000.0,2000.0,47.6012,-122.022,5.0,10.401501455574783,0.0,2014,2.0,0,0,B,0,0,5,1250000,1
2945,5.0,2.0,1.0,1300.0,11867.0,1300.0,1975.0,47.3221,-121.903,2.0,9.38151671766514,0.0,2014,1.5,0,0,CD,0,0,2,225000,0
2946,12.0,3.0,2.0,2040.0,42693.0,2040.0,1980.0,47.6479,-122.12,3.0,10.66179025135177,0.0,2014,1.0,0,1,B,0,0,3,1320000,1
2947,7.0,3.0,1.0,920.0,6612.0,920.0,1948.0,47.548,-122.284,3.0,8.796641458940915,0.0,2014,1.0,0,0,B,0,0,3,210000,0
2948,6.0,4.0,1.5,1550.0,9176.0,1000.0,1956.0,47.6005,-122.129,4.0,9.124346658809207,0.0,2014,1.0,0,0,B,1,0,4,418000,0
2949,12.0,4.0,1.5,2010.0,7561.0,1890.0,1921.0,47.311,-122.227,4.0,8.93075873555827,0.0,2014,1.5,0,0,CD,1,0,4,245000,0
2950,8.0,2.0,1.0,860.0,7250.0,860.0,1949.0,47.7206,-122.35,2.0,8.88875674784872,0.0,2014,1.0,0,0,B,0,0,2,305000,0
2951,12.0,4.0,2.5,2160.0,7000.0,2160.0,1989.0,47.5659,-122.013,4.0,8.85366542803745,0.0,2014,2.0,0,0,CD,0,0,4,653000,1
2952,12.0,3.0,1.5,1020.0,11410.0,1020.0,1959.0,47.4811,-122.162,3.0,9.342245442856122,0.0,2014,1.0,0,0,B,0,0,3,255000,0
2953,7.0,4.0,2.5,2050.0,8683.0,2050.0,1987.0,47.62,-122.043,4.0,9.069122370060645,0.0,2014,2.0,0,0,B,0,0,4,550000,1
2954,6.0,3.0,2.5,1730.0,3600.0,1730.0,2014.0,47.5019,-122.34,3.0,8.1886891244442,0.0,2014,2.0,0,0,B,0,0,3,328423,0
2955,5.0,2.0,1.0,790.0,8424.0,790.0,1953.0,47.7511,-122.352,2.0,9.03884005381381,0.0,2014,1.0,0,0,CD,0,0,2,268500,0
2956,7.0,4.0,2.5,2105.0,6093.0,2105.0,2003.0,47.3531,-122.147,4.0,8.714895850248494,0.0,2014,2.0,0,0,B,0,0,4,330000,0
2957,12.0,3.0,2.0,2350.0,266151.0,2350.0,1983.0,47.6609,-121.892,3.0,11.725695395856878,0.0,2014,1.5,0,0,B,0,0,3,510000,1
2958,7.0,3.0,1.0,1280.0,10500.0,1280.0,1941.0,47.566,-121.894,3.0,9.259130536145614,0.0,2014,1.5,0,0,CD,0,0,3,291000,0
2959,9.0,4.0,2.5,2350.0,12540.0,2350.0,1968.0,47.7732,-122.382,4.0,9.436678814186912,0.0,2014,2.0,0,0,B,0,0,4,505000,1
2960,7.0,2.0,2.0,2320.0,6755.0,1380.0,1946.0,47.6398,-122.403,2.0,8.818038250394299,0.0,2014,1.0,0,0,A,1,0,2,705000,1
2961,5.0,4.0,2.5,1820.0,20349.0,1340.0,1977.0,47.7415,-122.096,4.0,9.920787049614189,0.0,2014,1.0,0,0,A,1,0,4,465000,0
2962,7.0,4.0,4.0,5070.0,60123.0,5070.0,2000.0,47.6567,-122.004,4.0,11.004147742821537,0.0,2014,2.0,0,0,B,0,0,4,1100000,1
2963,12.0,4.0,2.5,1920.0,11603.0,1920.0,1967.0,47.4315,-122.169,4.0,9.359018964347545,0.0,2014,2.0,0,0,CD,0,0,4,325000,0
2964,9.0,3.0,2.5,1560.0,10608.0,1560.0,1994.0,47.3572,-122.161,3.0,9.269363712425644,0.0,2014,2.0,0,0,B,0,0,3,254000,0
2965,12.0,3.0,2.0,1690.0,5100.0,1690.0,1907.0,47.6801,-122.38,3.0,8.536995818712418,0.0,2014,1.5,0,0,A,0,0,3,515000,1
2966,7.0,4.0,3.5,2500.0,3080.0,1810.0,2008.0,47.6749,-122.14,4.0,8.03268487596762,0.0,2014,2.0,0,0,B,1,0,4,599950,1
2967,12.0,3.0,1.0,1060.0,8000.0,1060.0,1927.0,47.305,-122.218,3.0,8.987196820661973,0.0,2014,1.0,0,0,CD,0,0,3,160000,0
2968,8.0,3.0,2.5,2420.0,7423.0,2420.0,1990.0,47.3199,-122.186,3.0,8.912338567117548,0.0,2014,2.0,0,0,B,0,0,3,339900,0
2969,5.0,3.0,1.0,1050.0,5000.0,1050.0,1967.0,47.4923,-122.165,3.0,8.517193191416238,0.0,2014,1.0,0,0,CD,0,0,3,200000,0
2970,10.0,3.0,2.0,1660.0,8301.0,1660.0,1955.0,47.7647,-122.263,3.0,9.024131268455035,0.0,2014,1.0,0,0,A,0,0,3,434000,0
2971,12.0,3.0,1.0,1090.0,3315.0,1090.0,1969.0,47.3159,-122.183,3.0,8.106212902619962,0.0,2014,1.0,0,0,CD,0,0,3,143000,0
2972,9.0,4.0,2.5,2598.0,5553.0,2598.0,2014.0,47.3412,-122.178,4.0,8.622093601241607,0.0,2014,2.0,0,0,B,0,0,4,428900,0
2973,11.0,3.0,2.5,1400.0,4400.0,1400.0,1930.0,47.553,-122.365,3.0,8.389359819906353,0.0,2014,1.0,0,0,B,0,1,3,399950,0
2974,9.0,4.0,3.0,2110.0,13260.0,1290.0,1979.0,47.4513,-122.16,4.0,9.492507263739853,0.0,2014,1.0,0,0,CD,1,0,4,320000,0
2975,10.0,3.0,2.0,1510.0,6000.0,1060.0,1947.0,47.5535,-122.39,3.0,8.699514748210191,0.0,2014,1.0,0,0,B,1,0,3,360000,0
2976,11.0,3.0,2.0,2820.0,8879.0,1540.0,1920.0,47.5094,-122.376,3.0,9.091444217032327,0.0,2014,1.0,0,0,A,1,1,3,456700,0
2977,6.0,3.0,3.5,1980.0,2850.0,1980.0,1987.0,47.6597,-122.331,3.0,7.955074273262696,0.0,2014,3.0,0,0,B,0,0,3,660000,1
2978,12.0,4.0,3.0,2240.0,7200.0,1140.0,1967.0,47.3357,-122.275,4.0,8.881836305004146,0.0,2014,1.0,0,0,B,1,0,4,260000,0
2979,12.0,4.0,2.5,2460.0,7800.0,1500.0,1977.0,47.3081,-122.384,4.0,8.961879012677683,0.0,2014,1.0,0,0,B,1,0,4,261500,0
2980,9.0,4.0,3.0,1540.0,4140.0,1540.0,1902.0,47.6728,-122.396,4.0,8.32845106681936,0.0,2014,1.5,0,0,A,0,0,4,624000,1
2981,9.0,3.0,2.0,1600.0,4400.0,1030.0,1941.0,47.6348,-122.281,3.0,8.389359819906353,0.0,2014,1.0,0,0,B,1,0,3,690000,1
2982,7.0,4.0,2.5,3220.0,35400.0,3220.0,1991.0,47.7547,-122.114,4.0,10.474467099121865,0.0,2014,2.0,0,0,B,0,0,4,690000,1
2983,7.0,4.0,2.0,2290.0,7765.0,2290.0,1936.0,47.4997,-122.353,4.0,8.957381735582787,0.0,2014,1.0,0,0,B,0,1,4,247500,0
2984,11.0,3.0,2.0,1350.0,7200.0,1350.0,1954.0,47.713,-122.284,3.0,8.881836305004146,0.0,2014,1.0,0,0,A,0,0,3,450000,0
2985,7.0,4.0,2.0,2670.0,6250.0,2020.0,1941.0,47.6499,-122.391,4.0,8.740336742730447,0.0,2014,2.0,0,0,CD,1,0,4,750000,1
2986,10.0,5.0,3.0,3110.0,4464.0,3110.0,2007.0,47.7719,-122.168,5.0,8.403800504061147,0.0,2014,2.0,0,0,B,0,0,5,588000,1
2987,12.0,4.0,2.5,2690.0,6099.0,2690.0,1998.0,47.3314,-122.171,4.0,8.715880102296456,0.0,2014,2.0,0,0,B,0,0,4,340000,0
2988,7.0,2.0,1.0,833.0,143947.0,833.0,2006.0,47.3889,-122.482,2.0,11.725695395856878,0.0,2014,1.0,0,0,B,0,0,2,517534,1
2989,8.0,3.0,1.0,1470.0,32670.0,1020.0,1958.0,47.3811,-122.144,3.0,10.394212504595115,0.0,2014,1.0,0,0,B,1,0,3,238000,0
2990,7.0,3.0,1.0,1200.0,7800.0,1200.0,1954.0,47.5196,-122.371,3.0,8.961879012677683,0.0,2014,1.0,0,0,CD,0,0,3,275000,0
2991,5.0,3.0,2.5,1870.0,5874.0,1870.0,2005.0,47.3992,-122.163,3.0,8.678291111758565,0.0,2014,2.0,0,0,B,0,0,3,306000,0
2992,10.0,4.0,2.5,2390.0,6976.0,2390.0,2003.0,47.4807,-122.182,4.0,8.850230965588816,0.0,2014,2.0,0,0,B,0,0,4,345000,0
2993,5.0,2.0,1.0,1150.0,4000.0,1150.0,1947.0,47.6575,-122.394,2.0,8.294049640102028,0.0,2014,1.0,0,0,B,0,0,2,376000,0
2994,7.0,2.0,2.0,1160.0,8625.0,1160.0,1941.0,47.5509,-122.366,2.0,9.062420241899561,0.0,2014,1.0,0,0,CD,0,0,2,312000,0
2995,10.0,3.0,2.0,1516.0,2897.0,998.0,1925.0,47.6842,-122.341,3.0,7.9714309977693505,0.0,2014,1.0,0,0,B,1,0,3,575575,1
2996,10.0,5.0,2.5,2910.0,9454.0,1910.0,1972.0,47.5871,-122.173,5.0,9.154193211353181,0.0,2014,1.0,0,1,B,1,0,5,788000,1
2997,7.0,3.0,2.5,2950.0,10254.0,2950.0,2006.0,47.4888,-122.14,3.0,9.235423152343646,0.0,2014,2.0,0,0,B,0,0,3,554950,1
2998,10.0,2.0,1.0,1620.0,9855.0,1320.0,1948.0,47.5264,-122.384,2.0,9.19573421958682,0.0,2014,1.0,0,1,B,1,0,2,700000,1
2999,11.0,4.0,2.5,1650.0,7200.0,1650.0,1967.0,47.6384,-122.116,4.0,8.881836305004146,0.0,2014,1.0,0,0,B,0,0,4,550000,1
3000,5.0,3.0,3.0,1250.0,892.0,1040.0,2010.0,47.5826,-122.387,3.0,6.79346613258001,0.0,2014,2.0,0,0,B,1,0,3,450000,0
3001,12.0,4.0,3.0,2520.0,12500.0,1720.0,1979.0,47.6225,-122.064,4.0,9.433483923290392,0.0,2014,2.0,0,0,B,1,0,4,508500,1
3002,9.0,5.0,2.5,2760.0,4000.0,1730.0,1926.0,47.6074,-122.299,5.0,8.294049640102028,0.0,2014,1.5,0,0,B,1,1,5,575000,1
3003,9.0,5.0,3.0,3370.0,10315.0,3370.0,2006.0,47.4893,-122.146,5.0,9.241354425505353,0.0,2014,2.0,0,0,B,0,0,5,561000,1
3004,7.0,3.0,2.0,1720.0,8102.0,860.0,1940.0,47.7336,-122.29,3.0,8.999866223762636,5.263157894736842,2014,1.0,0,0,A,1,0,3,420000,0
3005,9.0,4.0,2.5,2470.0,5044.0,2470.0,2005.0,47.7728,-122.271,4.0,8.52595469708481,0.0,2014,2.0,0,0,B,0,0,4,503000,1
3006,7.0,3.0,2.5,1450.0,19206.0,1450.0,1989.0,47.62,-122.052,3.0,9.862978009197919,0.0,2014,2.0,0,0,B,0,0,3,410000,0
3007,12.0,3.0,2.5,2370.0,9102.0,2370.0,1990.0,47.3067,-122.394,3.0,9.116249448576587,0.0,2014,2.0,0,0,B,0,0,3,330000,0
3008,7.0,5.0,3.0,1970.0,5400.0,1320.0,1986.0,47.5868,-122.308,5.0,8.594154232552366,0.0,2014,1.0,0,0,B,1,0,5,399950,0
3009,7.0,4.0,2.5,2590.0,8483.0,2590.0,1991.0,47.738,-122.221,4.0,9.045819439807735,0.0,2014,2.0,0,0,B,0,0,4,570000,1
3010,7.0,4.0,2.0,1790.0,7800.0,1790.0,1972.0,47.6266,-122.103,4.0,8.961879012677683,5.263157894736842,2014,1.0,0,0,A,0,0,4,570000,1
3011,6.0,3.0,2.5,1430.0,1002.0,1430.0,2002.0,47.698,-122.349,3.0,6.90975328164481,0.0,2014,3.0,0,0,B,0,0,3,349000,0
3012,7.0,4.0,2.0,1850.0,7500.0,1850.0,1954.0,47.4217,-122.333,4.0,8.922658299524402,0.0,2014,1.0,0,0,B,0,0,4,181100,0
3013,10.0,2.0,1.0,1040.0,5120.0,1040.0,1901.0,47.6048,-122.312,2.0,8.540909718033554,0.0,2014,1.0,0,0,B,0,0,2,412000,0
3014,7.0,4.0,1.5,2220.0,6811.0,1270.0,1961.0,47.5059,-122.193,4.0,8.826294231241318,0.0,2014,1.0,0,0,CD,1,0,4,320000,0
3015,9.0,3.0,2.0,1570.0,4625.0,1570.0,1927.0,47.68,-122.399,3.0,8.439231649946526,0.0,2014,1.5,0,0,A,0,0,3,835000,1
3016,5.0,3.0,2.5,1400.0,31626.0,1140.0,1987.0,47.3029,-122.069,3.0,10.361734846083262,0.0,2014,1.0,0,0,Desc,1,0,3,315000,0
3017,5.0,4.0,3.0,2290.0,6120.0,2170.0,1926.0,47.6746,-122.327,4.0,8.719317375506371,5.263157894736842,2014,2.0,0,0,CD,1,0,4,1003000,1
3018,9.0,3.0,0.0,2420.0,4725.0,2420.0,2014.0,47.371,-122.018,3.0,8.460622839927844,0.0,2014,2.0,0,0,B,0,0,3,369946,0
3019,7.0,3.0,1.0,830.0,3386.0,830.0,1942.0,47.7027,-122.355,3.0,8.12740456269308,0.0,2014,1.0,0,0,B,0,1,3,295000,0
3020,9.0,3.0,1.0,1280.0,4875.0,1280.0,1969.0,47.3686,-122.081,3.0,8.491875383431948,0.0,2014,1.0,0,0,A,0,0,3,180000,0
3021,9.0,2.0,1.0,1040.0,4172.0,1040.0,1946.0,47.6308,-122.302,2.0,8.336150816120663,0.0,2014,1.0,0,0,B,0,0,2,370000,0
3022,9.0,3.0,2.5,2180.0,4226.0,2180.0,2004.0,47.7733,-122.226,3.0,8.349011198176003,5.263157894736842,2014,2.0,0,0,B,0,0,3,450000,0
3023,7.0,2.0,1.0,1060.0,3325.0,770.0,1932.0,47.6896,-122.307,2.0,8.109224953089955,0.0,2014,1.5,0,0,CD,1,0,2,344000,0
3024,5.0,9.0,4.5,3830.0,6988.0,2450.0,1938.0,47.6927,-122.338,8.0,8.851949671253948,0.0,2014,2.5,0,0,B,1,0,>6,599999,1
3025,10.0,4.0,3.5,4320.0,8490.0,3280.0,2005.0,47.5568,-122.029,4.0,9.046644279305394,0.0,2014,2.0,0,0,B,1,0,4,1040000,1
3026,9.0,3.0,1.0,1180.0,7455.0,1180.0,1964.0,47.7276,-122.241,3.0,8.916640227198839,0.0,2014,1.0,0,0,CD,0,0,3,350000,0
3027,7.0,4.0,3.0,2090.0,8064.0,2090.0,1967.0,47.6829,-122.195,4.0,8.99516499031115,0.0,2014,2.0,0,0,A,0,0,4,710000,1
3028,6.0,4.0,2.0,1740.0,7700.0,1740.0,1968.0,47.6259,-122.111,4.0,8.948975607841776,0.0,2014,1.0,0,0,A,0,0,4,600000,1
3029,7.0,3.0,2.5,1870.0,9315.0,1350.0,1975.0,47.705,-122.202,3.0,9.13938128303569,0.0,2014,1.0,0,0,B,1,0,3,497000,0
3030,8.0,5.0,2.5,2840.0,5000.0,1620.0,1913.0,47.5817,-122.291,5.0,8.517193191416238,0.0,2014,1.0,0,0,CD,1,0,5,739000,1
3031,8.0,2.0,1.0,1230.0,5000.0,1230.0,1911.0,47.2064,-121.988,2.0,8.517193191416238,0.0,2014,1.0,0,0,A,0,0,2,184900,0
3032,6.0,3.0,3.5,3380.0,108900.0,2700.0,1999.0,47.4316,-122.075,3.0,11.598185308921051,0.0,2014,2.0,0,0,B,1,0,3,554000,1
3033,8.0,3.0,2.5,1590.0,4094.0,1590.0,1991.0,47.61,-122.293,3.0,8.317277766221235,0.0,2014,2.0,0,0,B,0,0,3,454000,0
3034,7.0,3.0,1.0,1300.0,9000.0,1300.0,1956.0,47.7352,-122.337,3.0,9.104979856318357,0.0,2014,1.0,0,0,B,0,0,3,305240,0
3035,7.0,3.0,1.0,1020.0,6903.0,1020.0,1951.0,47.571,-122.392,3.0,8.839711378703475,0.0,2014,1.0,0,0,B,0,0,3,410000,0
3036,10.0,3.0,1.5,1690.0,9600.0,1210.0,1976.0,47.3857,-122.079,3.0,9.169518377455928,0.0,2014,1.0,0,0,B,1,0,3,212000,0
3037,6.0,3.0,3.0,1310.0,7300.0,1310.0,1957.0,47.6016,-122.123,3.0,8.895629627136483,0.0,2014,1.0,0,0,B,0,0,3,405000,0
3038,12.0,1.0,1.0,720.0,123710.0,720.0,1935.0,47.2893,-122.084,1.0,11.725695395856878,0.0,2014,1.0,0,0,CD,0,0,<2,250000,0
3039,5.0,4.0,2.5,2720.0,4738.0,2720.0,2012.0,47.515,-121.869,4.0,8.463370384718731,0.0,2014,2.0,0,0,B,0,0,4,545000,1
3040,11.0,5.0,1.0,1590.0,5000.0,1190.0,1929.0,47.5752,-122.381,5.0,8.517193191416238,0.0,2014,1.5,0,0,B,1,0,5,518000,1
3041,6.0,4.0,2.5,2540.0,8400.0,2540.0,1977.0,47.3754,-122.277,4.0,9.035986984831405,0.0,2014,2.0,0,0,A,0,0,4,269950,0
3042,6.0,3.0,3.0,2020.0,10744.0,1270.0,1954.0,47.4403,-122.343,3.0,9.282102738203074,0.0,2014,1.0,0,0,A,1,0,3,519000,1
3043,12.0,4.0,3.0,4030.0,10240.0,3310.0,1943.0,47.7168,-122.365,4.0,9.234056898593499,0.0,2014,2.0,0,1,B,1,1,4,835000,1
3044,5.0,3.0,2.0,1850.0,7735.0,1850.0,1983.0,47.5608,-122.082,3.0,8.953510763007166,0.0,2014,1.0,0,0,CD,0,0,3,585000,1
3045,6.0,2.0,2.0,1060.0,1241.0,960.0,2008.0,47.5999,-122.3,2.0,7.123672785204607,0.0,2014,2.0,0,0,B,1,0,2,352750,0
3046,6.0,3.0,2.5,3370.0,19585.0,3200.0,1951.0,47.7388,-122.339,3.0,9.882519246099932,0.0,2014,2.0,0,0,B,1,0,3,515000,1
3047,9.0,4.0,2.5,3030.0,13068.0,3030.0,1978.0,47.6313,-122.172,4.0,9.477921772720961,0.0,2014,2.0,0,0,B,0,0,4,680000,1
3048,7.0,4.0,2.5,2120.0,215186.0,2120.0,1983.0,47.701,-121.857,4.0,11.725695395856878,0.0,2014,2.0,0,0,Desc,0,0,4,396400,0
3049,7.0,2.0,2.0,1460.0,7926.0,1460.0,1987.0,47.3665,-122.092,2.0,8.97790377375038,0.0,2014,1.0,0,0,CD,0,0,2,237950,0
3050,9.0,3.0,2.5,2080.0,50965.0,1590.0,1979.0,47.7506,-122.063,3.0,10.838894401602513,0.0,2014,1.0,0,0,B,1,0,3,460000,0
3051,12.0,4.0,2.0,1610.0,6200.0,1610.0,1979.0,47.3833,-122.306,4.0,8.732304571033183,0.0,2014,1.0,0,0,CD,0,0,4,243500,0
3052,9.0,2.0,2.0,1290.0,1493.0,1290.0,2014.0,47.5171,-122.346,2.0,7.30854279753919,0.0,2014,2.0,0,0,B,0,0,2,239800,0
3053,5.0,4.0,3.5,2680.0,10000.0,2040.0,1942.0,47.726,-122.296,4.0,9.210340371976184,0.0,2014,2.0,0,0,B,1,1,4,520000,1
3054,6.0,3.0,0.0,2850.0,10474.0,1730.0,1954.0,47.6218,-122.209,3.0,9.256651274839433,0.0,2014,1.0,0,0,CD,1,0,3,1150000,1
